Product name,Plan name,Purchase date,Status,Redeem date,Refund date,Transfer date
Linguix Turbo,Code-based,"May 16, 2023",expired,"July 15, 2023",,
Linguix Turbo,Code-based,"May 16, 2023",redeemed,"July 15, 2023",,
Linguix Turbo,Code-based,"May 16, 2023",redeemed,"July 15, 2023",,
Persona Music,License Tier 2,"May 08, 2023",activated,"July 07, 2023",,
PROCESIO,License Tier 5,"May 06, 2023",activated,"July 05, 2023",,
Castmagic,Code-based,"May 03, 2023",redeemed,"July 02, 2023",,
Castmagic,Code-based,"May 03, 2023",expired,"July 02, 2023",,
Castmagic,Code-based,"May 03, 2023",expired,"July 02, 2023",,
Booltool - Plus exclusive,License Tier 2,"May 02, 2023",activated,"July 01, 2023",,
Novocall,Code-based,"April 30, 2023",redeemed,"June 29, 2023",,
Novocall,Code-based,"April 30, 2023",redeemed,"June 29, 2023",,
Novocall,Code-based,"April 30, 2023",redeemed,"June 29, 2023",,
Novocall,Code-based,"April 30, 2023",redeemed,"June 29, 2023",,
Novocall,Code-based,"April 30, 2023",redeemed,"June 29, 2023",,
Novocall,Code-based,"April 30, 2023",redeemed,"June 29, 2023",,
Novocall,Code-based,"April 30, 2023",redeemed,"June 29, 2023",,
Novocall,Code-based,"April 30, 2023",redeemed,"June 29, 2023",,
Novocall,Code-based,"April 30, 2023",redeemed,"June 29, 2023",,
Novocall,Code-based,"April 30, 2023",redeemed,"June 29, 2023",,
ZeroWork,License Tier 2,"April 27, 2023",activated,"June 26, 2023",,
Git Aset,Code-based,"April 26, 2023",expired,"June 25, 2023",,
Popupular,Code-based,"April 26, 2023",expired,"June 25, 2023",,
Creative Tim,Code-based,"April 26, 2023",expired,"June 25, 2023",,
Fignel - Making your design dream come true,Code-based,"April 25, 2023",expired,"June 24, 2023",,
GoBrunch,License Tier 3,"April 25, 2023",activated,"June 24, 2023",,
Prefinery,Code-based,"April 25, 2023",expired,"June 24, 2023",,
tinyEmail - Plus exclusive,License Tier 4,"April 21, 2023",activated,"June 20, 2023",,
Google Maps Scraper,Code-based,"April 19, 2023",redeemed,"June 18, 2023",,
Google Maps Scraper,Code-based,"April 19, 2023",redeemed,"June 18, 2023",,
Google Maps Scraper,Code-based,"April 19, 2023",redeemed,"June 18, 2023",,
CallScaler - Call Tracking Software,Code-based,"April 14, 2023",expired,"June 13, 2023",,
CallScaler - Call Tracking Software,Code-based,"April 14, 2023",redeemed,"June 13, 2023",,
CallScaler - Call Tracking Software,Code-based,"April 14, 2023",redeemed,"June 13, 2023",,
CallScaler - Call Tracking Software,Code-based,"April 14, 2023",redeemed,"June 13, 2023",,
CallScaler - Call Tracking Software,Code-based,"April 14, 2023",redeemed,"June 13, 2023",,
CallScaler - Call Tracking Software,Code-based,"April 14, 2023",redeemed,"June 13, 2023",,
CallScaler - Call Tracking Software,Code-based,"April 14, 2023",redeemed,"June 13, 2023",,
CallScaler - Call Tracking Software,Code-based,"April 14, 2023",redeemed,"June 13, 2023",,
CallScaler - Call Tracking Software,Code-based,"April 14, 2023",expired,"June 13, 2023",,
Publitio,Code-based,"April 13, 2023",redeemed,"June 12, 2023",,
Publitio,Code-based,"April 13, 2023",redeemed,"June 12, 2023",,
Publitio,Code-based,"April 13, 2023",redeemed,"June 12, 2023",,
Publitio,Code-based,"April 13, 2023",redeemed,"June 12, 2023",,
Publitio,Code-based,"April 13, 2023",redeemed,"June 12, 2023",,
Publitio,Code-based,"April 13, 2023",redeemed,"June 12, 2023",,
Publitio,Code-based,"April 13, 2023",redeemed,"June 12, 2023",,
Publitio,Code-based,"April 13, 2023",redeemed,"June 12, 2023",,
Publitio,Code-based,"April 13, 2023",redeemed,"June 12, 2023",,
Publitio,Code-based,"April 13, 2023",redeemed,"June 12, 2023",,
Reoon Email Verifier,Code-based,"April 09, 2023",redeemed,"June 08, 2023",,
Reoon Email Verifier,Code-based,"April 09, 2023",redeemed,"June 08, 2023",,
Reoon Email Verifier,Code-based,"April 09, 2023",redeemed,"June 08, 2023",,
Reoon Email Verifier,Code-based,"April 09, 2023",redeemed,"June 08, 2023",,
Reoon Email Verifier,Code-based,"April 09, 2023",redeemed,"June 08, 2023",,
Salespanel,Code-based,"April 09, 2023",redeemed,"June 08, 2023",,
Salespanel,Code-based,"April 09, 2023",redeemed,"June 08, 2023",,
Salespanel,Code-based,"April 09, 2023",redeemed,"June 08, 2023",,
Salespanel,Code-based,"April 09, 2023",redeemed,"June 08, 2023",,
Salespanel,Code-based,"April 09, 2023",redeemed,"June 08, 2023",,
Recooty,License Tier 3,"April 08, 2023",activated,"June 07, 2023",,
Recooty,License Tier 3,"April 08, 2023",activated,"June 07, 2023",,
Recooty,License Tier 3,"April 08, 2023",activated,"June 07, 2023",,
Recooty,License Tier 3,"April 08, 2023",activated,"June 07, 2023",,
SFTPCloud,License Tier 5,"April 04, 2023",activated,"June 03, 2023",,
BannerBoo - Plus Exclusive,License Tier 3,"April 03, 2023",activated,"June 02, 2023",,
AppSumo Plus Yearly Plan,,"April 02, 2023",expired,,,
Img.Upscaler,Code-based,"March 29, 2023",expired,"May 28, 2023",,
Buzzy - No Code App Builder for Figma,Code-based,"March 29, 2023",expired,"May 28, 2023",,
Tagmate,Code-based,"March 27, 2023",redeemed,"May 26, 2023",,
Tagmate,Code-based,"March 27, 2023",redeemed,"May 26, 2023",,
Tagmate,Code-based,"March 27, 2023",redeemed,"May 26, 2023",,
Tagmate,Code-based,"March 27, 2023",redeemed,"May 26, 2023",,
Tagmate,Code-based,"March 27, 2023",redeemed,"May 26, 2023",,
Tagmate,Code-based,"March 27, 2023",redeemed,"May 26, 2023",,
FacePop,Code-based,"March 27, 2023",redeemed,"May 26, 2023",,
FacePop,Code-based,"March 27, 2023",redeemed,"May 26, 2023",,
FacePop,Code-based,"March 27, 2023",expired,"May 26, 2023",,
TOZO - Social Media Scheduling Tool,Code-based,"March 19, 2023",redeemed,"May 18, 2023",,
TOZO - Social Media Scheduling Tool,Code-based,"March 19, 2023",redeemed,"May 18, 2023",,
TOZO - Social Media Scheduling Tool,Code-based,"March 19, 2023",redeemed,"May 18, 2023",,
TOZO - Social Media Scheduling Tool,Code-based,"March 19, 2023",redeemed,"May 18, 2023",,
TOZO - Social Media Scheduling Tool,Code-based,"March 19, 2023",redeemed,"May 18, 2023",,
LeadPal,Code-based,"March 17, 2023",redeemed,"May 16, 2023",,
LeadPal,Code-based,"March 17, 2023",redeemed,"May 16, 2023",,
LeadPal,Code-based,"March 17, 2023",redeemed,"May 16, 2023",,
RateMyService ❤️⭐😁,Code-based,"March 16, 2023",expired,"May 15, 2023",,
BrandNav,Code-based,"March 15, 2023",redeemed,"May 14, 2023",,
BrandNav,Code-based,"March 15, 2023",redeemed,"May 14, 2023",,
BrandNav,Code-based,"March 15, 2023",redeemed,"May 14, 2023",,
BrandNav,Code-based,"March 15, 2023",redeemed,"May 14, 2023",,
Clodura.AI,Code-based,"March 12, 2023",redeemed,"May 11, 2023",,
Clodura.AI,Code-based,"March 12, 2023",redeemed,"May 11, 2023",,
Clodura.AI,Code-based,"March 12, 2023",redeemed,"May 11, 2023",,
Clodura.AI,Code-based,"March 12, 2023",redeemed,"May 11, 2023",,
Clodura.AI,Code-based,"March 12, 2023",expired,"May 11, 2023",,
RelayThat,Code-based,"March 11, 2023",redeemed,"May 10, 2023",,
RelayThat,Code-based,"March 11, 2023",redeemed,"May 10, 2023",,
RelayThat,Code-based,"March 11, 2023",redeemed,"May 10, 2023",,
RelayThat,Code-based,"March 11, 2023",redeemed,"May 10, 2023",,
RelayThat,Code-based,"March 11, 2023",redeemed,"May 10, 2023",,
SuiteDash,Code-based,"March 02, 2023",redeemed,"May 01, 2023",,
SuiteDash,Code-based,"March 02, 2023",redeemed,"May 01, 2023",,
SuiteDash,Code-based,"March 02, 2023",redeemed,"May 01, 2023",,
SuiteDash,Code-based,"March 02, 2023",redeemed,"May 01, 2023",,
SuiteDash,Code-based,"March 02, 2023",redeemed,"May 01, 2023",,
SuiteDash,Code-based,"March 02, 2023",redeemed,"May 01, 2023",,
SuiteDash,Code-based,"March 02, 2023",redeemed,"May 01, 2023",,
SuiteDash,Code-based,"March 02, 2023",redeemed,"May 01, 2023",,
SuiteDash,Code-based,"March 02, 2023",redeemed,"May 01, 2023",,
SuiteDash,Code-based,"March 02, 2023",redeemed,"May 01, 2023",,
SuiteDash,Code-based,"February 26, 2023",redeemed,"April 27, 2023",,
SuiteDash,Code-based,"February 26, 2023",redeemed,"April 27, 2023",,
SuiteDash,Code-based,"February 26, 2023",redeemed,"April 27, 2023",,
SuiteDash,Code-based,"February 26, 2023",redeemed,"April 27, 2023",,
SuiteDash,Code-based,"February 26, 2023",redeemed,"April 27, 2023",,
SuiteDash,Code-based,"February 26, 2023",redeemed,"April 27, 2023",,
SuiteDash,Code-based,"February 26, 2023",redeemed,"April 27, 2023",,
SuiteDash,Code-based,"February 26, 2023",redeemed,"April 27, 2023",,
SuiteDash,Code-based,"February 26, 2023",redeemed,"April 27, 2023",,
SuiteDash,Code-based,"February 26, 2023",redeemed,"April 27, 2023",,
SuiteDash,Code-based,"February 21, 2023",redeemed,"April 22, 2023",,
SuiteDash,Code-based,"February 21, 2023",redeemed,"April 22, 2023",,
SuiteDash,Code-based,"February 21, 2023",redeemed,"April 22, 2023",,
SuiteDash,Code-based,"February 21, 2023",redeemed,"April 22, 2023",,
SuiteDash,Code-based,"February 21, 2023",redeemed,"April 22, 2023",,
SuiteDash,Code-based,"February 21, 2023",redeemed,"April 22, 2023",,
SuiteDash,Code-based,"February 21, 2023",redeemed,"April 22, 2023",,
SuiteDash,Code-based,"February 21, 2023",redeemed,"April 22, 2023",,
SuiteDash,Code-based,"February 18, 2023",redeemed,"April 19, 2023",,
SuiteDash,Code-based,"February 18, 2023",redeemed,"April 19, 2023",,
SuiteDash,Code-based,"February 18, 2023",redeemed,"April 19, 2023",,
SuiteDash,Code-based,"February 18, 2023",redeemed,"April 19, 2023",,
SuiteDash,Code-based,"February 18, 2023",redeemed,"April 19, 2023",,
SuiteDash,Code-based,"February 18, 2023",redeemed,"April 19, 2023",,
SuiteDash,Code-based,"February 18, 2023",redeemed,"April 19, 2023",,
SuiteDash,Code-based,"February 18, 2023",redeemed,"April 19, 2023",,
SuiteDash,Code-based,"February 18, 2023",redeemed,"April 19, 2023",,
SuiteDash,Code-based,"February 18, 2023",redeemed,"April 19, 2023",,
School of Growth Hacking: Strategy & Lead Generation Masterclass,Code-based,"February 16, 2023",expired,"April 17, 2023",,
Pixelied,Code-based,"February 15, 2023",redeemed,"April 16, 2023",,
Pixelied,Code-based,"February 15, 2023",redeemed,"April 16, 2023",,
Pixelied,Code-based,"February 15, 2023",redeemed,"April 16, 2023",,
Pixelied,Code-based,"February 15, 2023",redeemed,"April 16, 2023",,
Pixelied,Code-based,"February 15, 2023",expired,"April 16, 2023",,
SuiteDash,Code-based,"February 12, 2023",redeemed,"April 13, 2023",,
SuiteDash,Code-based,"February 12, 2023",redeemed,"April 13, 2023",,
SuiteDash,Code-based,"February 12, 2023",redeemed,"April 13, 2023",,
SuiteDash,Code-based,"February 12, 2023",redeemed,"April 13, 2023",,
SuiteDash,Code-based,"February 12, 2023",redeemed,"April 13, 2023",,
SuiteDash,Code-based,"February 12, 2023",redeemed,"April 13, 2023",,
SuiteDash,Code-based,"February 12, 2023",redeemed,"April 13, 2023",,
SuiteDash,Code-based,"February 12, 2023",redeemed,"April 13, 2023",,
SuiteDash,Code-based,"February 12, 2023",redeemed,"April 13, 2023",,
SuiteDash,Code-based,"February 12, 2023",redeemed,"April 13, 2023",,
SuiteDash,Code-based,"February 12, 2023",redeemed,"April 13, 2023",,
SuiteDash,Code-based,"February 12, 2023",redeemed,"April 13, 2023",,
SuiteDash,Code-based,"February 12, 2023",redeemed,"April 13, 2023",,
SuiteDash,Code-based,"February 12, 2023",redeemed,"April 13, 2023",,
SuiteDash,Code-based,"February 12, 2023",redeemed,"April 13, 2023",,
SuiteDash,Code-based,"February 12, 2023",redeemed,"April 13, 2023",,
SuiteDash,Code-based,"February 12, 2023",redeemed,"April 13, 2023",,
SuiteDash,Code-based,"February 12, 2023",redeemed,"April 13, 2023",,
SuiteDash,Code-based,"February 12, 2023",redeemed,"April 13, 2023",,
SuiteDash,Code-based,"February 12, 2023",redeemed,"April 13, 2023",,
SuiteDash,Code-based,"February 12, 2023",redeemed,"April 13, 2023",,
SuiteDash,Code-based,"February 12, 2023",redeemed,"April 13, 2023",,
SuiteDash,Code-based,"February 10, 2023",redeemed,"April 11, 2023",,
SuiteDash,Code-based,"February 10, 2023",redeemed,"April 11, 2023",,
SuiteDash,Code-based,"February 10, 2023",redeemed,"April 11, 2023",,
SuiteDash,Code-based,"February 10, 2023",redeemed,"April 11, 2023",,
SuiteDash,Code-based,"February 10, 2023",redeemed,"April 11, 2023",,
SuiteDash,Code-based,"February 10, 2023",redeemed,"April 11, 2023",,
SuiteDash,Code-based,"February 10, 2023",redeemed,"April 11, 2023",,
SuiteDash,Code-based,"February 10, 2023",redeemed,"April 11, 2023",,
WellyBox,Code-based,"February 10, 2023",expired,"April 11, 2023",,
Directual,License Tier 4,"February 07, 2023",activated,"April 08, 2023",,
SUPERMACHINE,Code-based,"January 26, 2023",redeemed,"March 27, 2023",,
SUPERMACHINE,Code-based,"January 26, 2023",redeemed,"March 27, 2023",,
SUPERMACHINE,Code-based,"January 26, 2023",redeemed,"March 27, 2023",,
SUPERMACHINE,Code-based,"January 26, 2023",redeemed,"March 27, 2023",,
SUPERMACHINE,Code-based,"January 26, 2023",redeemed,"March 27, 2023",,
SuiteDash,Code-based,"January 20, 2023",redeemed,"March 21, 2023",,
SuiteDash,Code-based,"January 20, 2023",redeemed,"March 21, 2023",,
SuiteDash,Code-based,"January 20, 2023",redeemed,"March 21, 2023",,
SuiteDash,Code-based,"January 20, 2023",redeemed,"March 21, 2023",,
SuiteDash,Code-based,"January 20, 2023",redeemed,"March 21, 2023",,
SuiteDash,Code-based,"January 20, 2023",redeemed,"March 21, 2023",,
SuiteDash,Code-based,"January 20, 2023",redeemed,"March 21, 2023",,
SuiteDash,Code-based,"January 20, 2023",redeemed,"March 21, 2023",,
SuiteDash,Code-based,"January 20, 2023",redeemed,"March 21, 2023",,
SuiteDash,Code-based,"January 20, 2023",redeemed,"March 21, 2023",,
Build BIG relationships by hosting small gatherings – Plus exclusive Masterclass,Digital Download,"January 17, 2023",expired,"March 18, 2023",,
Laxis,License Tier 2,"January 09, 2023",activated,"March 10, 2023",,
Heartbeat,License Tier 2,"December 30, 2022",activated,"February 28, 2023",,
Heartbeat,License Tier 2,"December 30, 2022",activated,"February 28, 2023",,
Heartbeat,License Tier 2,"December 30, 2022",activated,"February 28, 2023",,
Heartbeat,License Tier 2,"December 29, 2022",activated,"February 27, 2023",,
Heartbeat,License Tier 2,"December 28, 2022",activated,"February 26, 2023",,
Heartbeat,License Tier 2,"December 28, 2022",activated,"February 26, 2023",,
Heartbeat,License Tier 2,"December 27, 2022",activated,"February 25, 2023",,
Heartbeat,License Tier 2,"December 27, 2022",activated,"February 25, 2023",,
RTILA - RPA &  Web Automation,Code-based,"December 26, 2022",redeemed,"February 24, 2023",,
RTILA - RPA &  Web Automation,Code-based,"December 26, 2022",redeemed,"February 24, 2023",,
RTILA - RPA &  Web Automation,Code-based,"December 26, 2022",redeemed,"February 24, 2023",,
RTILA - RPA &  Web Automation,Code-based,"December 26, 2022",redeemed,"February 24, 2023",,
RTILA - RPA &  Web Automation,Code-based,"December 26, 2022",redeemed,"February 24, 2023",,
RTILA - RPA &  Web Automation,Code-based,"December 26, 2022",redeemed,"February 24, 2023",,
Keyframe Audio,License Tier 1,"December 20, 2022",activated,"February 18, 2023",,
UPDF - PDF Editor All Platforms for Individuals,Code-based,"December 20, 2022",redeemed,"February 18, 2023",,
Exclusive Addons - Everything you need for your Elementor,Code-based,"December 15, 2022",expired,"February 13, 2023",,
Taskade,License Tier 3,"December 15, 2022",activated,"February 13, 2023",,
Katteb - Fact Checked AI Writer,Code-based,"December 15, 2022",redeemed,"February 13, 2023",,
Katteb - Fact Checked AI Writer,Code-based,"December 15, 2022",redeemed,"February 13, 2023",,
Katteb - Fact Checked AI Writer,Code-based,"December 15, 2022",redeemed,"February 13, 2023",,
ShortySMS - Plus exclusive,ShortySMS Tier 1 - Plus Exclusive,"December 13, 2022",activated,"September 21, 2023",,
Night Eye - dark mode extension,Code-based,"December 13, 2022",expired,"February 11, 2023",,
Komodo Decks,License Tier 4,"December 13, 2022",activated,"February 11, 2023",,
Making Your Website Work: Copy & Design Tweaks for Smart Business Owners,Digital Download,"December 03, 2022",expired,"February 01, 2023",,
Brilliant Directories,License Tier 5,"November 29, 2022",activated,"January 28, 2023",,
Lead Magnet & eBook Canva Template Pack,Code-based,"November 27, 2022",expired,"January 26, 2023",,
The 7-Day Rainmaker Email Sequence,Code-based,"November 27, 2022",expired,"January 26, 2023",,
Canva Printable Mockup Templates,Code-based,"November 27, 2022",expired,"January 26, 2023",,
2700+Canva Templates,Digital Download,"November 27, 2022",expired,"January 26, 2023",,
Planner & Ebook Canva Templates (100+ Page Templates),Digital Download,"November 27, 2022",expired,"January 26, 2023",,
MentorFrame - Wireframe Templates For Elementor,Code-based,"November 27, 2022",expired,"January 26, 2023",,
DesignOye Marketplace,Code-based,"November 27, 2022",expired,"January 26, 2023",,
Robomotion RPA - Plus Exclusive,License Tier 4,"November 27, 2022",activated,"January 26, 2023",,
Brilliant Directories,License Tier 5,"November 26, 2022",activated,"January 25, 2023",,
FlowShare Express - Plus exclusive,Code-based,"November 26, 2022",expired,"January 25, 2023",,
TruConversion,TruConversion Business Unlimited,"November 24, 2022",activated,"January 23, 2023",,
InTab.io,Code-based,"November 23, 2022",expired,"January 22, 2023",,
Acumbamail,License Tier 4,"November 21, 2022",activated,"January 20, 2023",,
Flowlu,Code-based,"November 18, 2022",redeemed,"January 17, 2023",,
Flowlu,Code-based,"November 18, 2022",redeemed,"January 17, 2023",,
Flowlu,Code-based,"November 18, 2022",redeemed,"January 17, 2023",,
Flowlu,Code-based,"November 18, 2022",redeemed,"January 17, 2023",,
Flowlu,Code-based,"November 18, 2022",redeemed,"January 17, 2023",,
Flowlu,Code-based,"November 18, 2022",expired,"January 17, 2023",,
FlexClip,Code-based,"November 14, 2022",expired,"January 13, 2023",,
FlexClip,Code-based,"November 14, 2022",expired,"January 13, 2023",,
FlexClip,Code-based,"November 14, 2022",expired,"January 13, 2023",,
Agiled,Code-based,"November 12, 2022",redeemed,"January 11, 2023",,
Agiled,Code-based,"November 12, 2022",redeemed,"January 11, 2023",,
Agiled,Code-based,"November 12, 2022",redeemed,"January 11, 2023",,
Agiled,Code-based,"November 12, 2022",redeemed,"January 11, 2023",,
Agiled,Code-based,"November 12, 2022",redeemed,"January 11, 2023",,
Agiled,Code-based,"November 12, 2022",redeemed,"January 11, 2023",,
Agiled,Code-based,"November 12, 2022",redeemed,"January 11, 2023",,
Agiled,Code-based,"November 12, 2022",redeemed,"January 11, 2023",,
Agiled,Code-based,"November 12, 2022",expired,"January 11, 2023",,
typedesk,Code-based,"November 10, 2022",redeemed,"January 09, 2023",,
typedesk,Code-based,"November 10, 2022",redeemed,"January 09, 2023",,
NeuronWriter,Code-based,"November 08, 2022",redeemed,"January 07, 2023",,
NeuronWriter,Code-based,"November 08, 2022",redeemed,"January 07, 2023",,
NeuronWriter,Code-based,"November 08, 2022",redeemed,"January 07, 2023",,
NeuronWriter,Code-based,"November 08, 2022",redeemed,"January 07, 2023",,
NeuronWriter,Code-based,"November 08, 2022",redeemed,"January 07, 2023",,
Easyflow.io - Automation and Data Visualisation Platform,Code-based,"November 06, 2022",redeemed,"January 05, 2023",,
Easyflow.io - Automation and Data Visualisation Platform,Code-based,"November 06, 2022",redeemed,"January 05, 2023",,
Easyflow.io - Automation and Data Visualisation Platform,Code-based,"November 06, 2022",redeemed,"January 05, 2023",,
AppSumo Connect Beta - Plus exclusive,AppSumo Connect Beta - Plus exclusive,"November 04, 2022",activated,"January 03, 2023",,
GoZen Forms.Ai,License Tier 5,"November 03, 2022",activated,"January 02, 2023",,
Heybase,License Tier 2,"November 03, 2022",activated,"January 02, 2023",,
Smart vCard White-Label Agency License,Code-based,"October 26, 2022",redeemed,"December 25, 2022",,
Crove,Code-based,"October 26, 2022",redeemed,"December 25, 2022",,
Hoverify - Plus exclusive,Code-based,"October 23, 2022",expired,"December 22, 2022",,
FlyFin,Code-based,"October 23, 2022",expired,"December 22, 2022",,
Crove,Code-based,"October 23, 2022",redeemed,"December 22, 2022",,
Crove,Code-based,"October 23, 2022",redeemed,"December 22, 2022",,
ContextMinds,Code-based,"October 20, 2022",redeemed,"December 19, 2022",,
ContextMinds,Code-based,"October 20, 2022",redeemed,"December 19, 2022",,
ContextMinds,Code-based,"October 20, 2022",redeemed,"December 19, 2022",,
ContextMinds,Code-based,"October 20, 2022",redeemed,"December 19, 2022",,
Better Sheets,Code-based,"October 11, 2022",expired,"December 10, 2022",,
AppSumo's Virtual Assistant Gig Goldmine,Digital Download,"September 23, 2022",expired,"November 22, 2022",,
Mobiroller,License Tier 5,"September 22, 2022",activated,"November 21, 2022",,
gini,License Tier 1,"September 19, 2022",activated,"November 18, 2022",,
AppSumo's 75 No-Code Business Ideas,Digital Download,"September 19, 2022",expired,"November 18, 2022",,
Fliki,Code-based,"September 18, 2022",redeemed,"November 17, 2022",,
Markopolo ai,License Tier 3,"September 13, 2022",activated,"November 12, 2022",,
Hide My WP Ghost,Code-based,"September 13, 2022",redeemed,"November 12, 2022",,
Hide My WP Ghost,Code-based,"September 13, 2022",redeemed,"November 12, 2022",,
Hide My WP Ghost,Code-based,"September 13, 2022",expired,"November 12, 2022",,
Nexweave,License Tier 4,"September 05, 2022",activated,"November 04, 2022",,
Heartbeat,License Tier 2,"August 31, 2022",activated,"October 30, 2022",,
Spoken (formerly Rumble Studio),License Tier 2,"August 30, 2022",activated,"October 29, 2022",,
Boomerangme,Code-based,"August 30, 2022",redeemed,"October 29, 2022",,
Boomerangme,Code-based,"August 30, 2022",redeemed,"October 29, 2022",,
Boomerangme,Code-based,"August 30, 2022",redeemed,"October 29, 2022",,
Boomerangme,Code-based,"August 30, 2022",redeemed,"October 29, 2022",,
Boomerangme,Code-based,"August 30, 2022",redeemed,"October 29, 2022",,
Heartbeat,License Tier 2,"August 30, 2022",activated,"October 29, 2022",,
PlayCode - Javascript Playground,Code-based,"August 27, 2022",expired,"October 26, 2022",,
TeleportHQ,License Tier 3,"August 22, 2022",activated,"October 21, 2022",,
SocialNowa Chatbot - Plus exclusive,Code-based,"August 18, 2022",redeemed,"October 17, 2022",,
SocialNowa Chatbot - Plus exclusive,Code-based,"August 18, 2022",redeemed,"October 17, 2022",,
SocialNowa Chatbot - Plus exclusive,Code-based,"August 18, 2022",redeemed,"October 17, 2022",,
SocialNowa Chatbot - Plus exclusive,Code-based,"August 18, 2022",redeemed,"October 17, 2022",,
SocialNowa Chatbot - Plus exclusive,Code-based,"August 18, 2022",redeemed,"October 17, 2022",,
Flotiq,License Tier 4,"August 15, 2022",activated,"October 14, 2022",,
Cheat Layer,Code-based,"August 02, 2022",redeemed,"October 01, 2022",,
Cheat Layer,Code-based,"August 02, 2022",redeemed,"October 01, 2022",,
Cheat Layer,Code-based,"August 02, 2022",expired,"October 01, 2022",,
Cheat Layer,Code-based,"August 02, 2022",redeemed,"October 01, 2022",,
Cheat Layer,Code-based,"August 02, 2022",redeemed,"October 01, 2022",,
Cheat Layer,Code-based,"August 02, 2022",redeemed,"October 01, 2022",,
Cheat Layer,Code-based,"August 02, 2022",redeemed,"October 01, 2022",,
Cheat Layer,Code-based,"August 02, 2022",redeemed,"October 01, 2022",,
Cheat Layer,Code-based,"August 02, 2022",redeemed,"October 01, 2022",,
Brilliant Directories,License Tier 5,"July 29, 2022",activated,"September 27, 2022",,
LeadRocks - Plus exclusive,Code-based,"July 21, 2022",expired,"September 19, 2022",,
Brilliant Directories,License Tier 5,"July 21, 2022",activated,"September 19, 2022",,
Cheqbook,Code-based,"July 17, 2022",expired,"September 15, 2022",,
Baseline,License Tier 3,"July 13, 2022",activated,"September 11, 2022",,
Noota,License Tier 4,"July 12, 2022",activated,"September 10, 2022",,
heylogin,Code-based,"July 08, 2022",redeemed,"September 06, 2022",,
Get Into UX: A Foolproof Guide to Getting Your First User Experience Job,Digital Download,"July 08, 2022",expired,"September 06, 2022",,
Formaloo,License Tier 5,"July 05, 2022",activated,"September 03, 2022",,
Stackby,Code-based,"June 30, 2022",redeemed,"August 29, 2022",,
Brilliant Directories,License Tier 5,"June 29, 2022",activated,"August 28, 2022",,
Gleap,License Tier 4,"June 28, 2022",activated,"August 27, 2022",,
UXR Kit - 50 Research and Documentation templates for Figma,Digital Download,"June 22, 2022",expired,"August 21, 2022",,
Getscreen.me,Code-based,"June 21, 2022",expired,"August 20, 2022",,
Getscreen.me,Code-based,"June 21, 2022",expired,"August 20, 2022",,
Getscreen.me,Code-based,"June 21, 2022",expired,"August 20, 2022",,
Getscreen.me,Code-based,"June 21, 2022",expired,"August 20, 2022",,
Poda - Plus exclusive,Code-based,"June 06, 2022",expired,"August 05, 2022",,
Nifty,Code-based,"June 05, 2022",redeemed,"August 04, 2022",,
Nifty,Code-based,"June 05, 2022",redeemed,"August 04, 2022",,
Nifty,Code-based,"June 05, 2022",redeemed,"August 04, 2022",,
Nifty,Code-based,"June 05, 2022",redeemed,"August 04, 2022",,
Nifty,Code-based,"June 05, 2022",redeemed,"August 04, 2022",,
Nifty,Code-based,"June 05, 2022",redeemed,"August 04, 2022",,
Nifty,Code-based,"June 05, 2022",redeemed,"August 04, 2022",,
Nifty,Code-based,"June 05, 2022",redeemed,"August 04, 2022",,
Nifty,Code-based,"June 05, 2022",redeemed,"August 04, 2022",,
Nifty,Code-based,"June 05, 2022",redeemed,"August 04, 2022",,
tabExtend - Plus exclusive,Code-based,"June 01, 2022",expired,"July 31, 2022",,
KonnectzIT,Code-based,"May 26, 2022",redeemed,"July 25, 2022",,
KonnectzIT,Code-based,"May 26, 2022",redeemed,"July 25, 2022",,
KonnectzIT,Code-based,"May 26, 2022",redeemed,"July 25, 2022",,
KonnectzIT,Code-based,"May 26, 2022",redeemed,"July 25, 2022",,
KonnectzIT,Code-based,"May 26, 2022",redeemed,"July 25, 2022",,
KonnectzIT,Code-based,"May 26, 2022",redeemed,"July 25, 2022",,
KonnectzIT,Code-based,"May 26, 2022",redeemed,"July 25, 2022",,
KonnectzIT,Code-based,"May 26, 2022",redeemed,"July 25, 2022",,
KonnectzIT,Code-based,"May 26, 2022",redeemed,"July 25, 2022",,
KonnectzIT,Code-based,"May 26, 2022",redeemed,"July 25, 2022",,
KonnectzIT,Code-based,"May 25, 2022",redeemed,"July 24, 2022",,
KonnectzIT,Code-based,"May 25, 2022",redeemed,"July 24, 2022",,
KonnectzIT,Code-based,"May 25, 2022",redeemed,"July 24, 2022",,
KonnectzIT,Code-based,"May 25, 2022",redeemed,"July 24, 2022",,
KonnectzIT,Code-based,"May 25, 2022",redeemed,"July 24, 2022",,
KonnectzIT,Code-based,"May 25, 2022",redeemed,"July 24, 2022",,
KonnectzIT,Code-based,"May 25, 2022",redeemed,"July 24, 2022",,
KonnectzIT,Code-based,"May 25, 2022",redeemed,"July 24, 2022",,
KonnectzIT,Code-based,"May 25, 2022",redeemed,"July 24, 2022",,
KonnectzIT,Code-based,"May 25, 2022",redeemed,"July 24, 2022",,
Plerdy,Code-based,"May 24, 2022",redeemed,"July 23, 2022",,
Plerdy,Code-based,"May 24, 2022",redeemed,"July 23, 2022",,
Plerdy,Code-based,"May 24, 2022",redeemed,"July 23, 2022",,
